Date,Item,Total Cost,Frequency,Min Price,Max Price
2023-05-16,SPC PEPR BLK GRND  5LB,$21.90,1,$21.90,$21.90
2023-05-16,SPC GARLIC GRAN    7#,$25.14,1,$25.14,$25.14
2023-05-16,VINEGAR BLSMC 1DMD 5LTR,$16.95,1,$16.95,$16.95
2023-05-16,PD CARROT JMBO 25#,$26.66,2,$13.33,$13.33
2023-05-16,PD SQUASH ITALN MD,$71.60,1,$71.60,$71.60
2023-05-16,PD BROC CROWNS DW,$101.56,1,$101.56,$101.56
2023-05-16,PD POTATO RED A #2,$14.21,2,$-14.22,$28.43
2023-05-16,PD CABB GREEN SACK,$21.83,1,$21.83,$21.83
2023-05-16,PD YAM JEWEL JBO,$18.13,1,$18.13,$18.13
2023-05-16,Sub-Total,$1435.18,1,$1435.18,$1435.18
2023-05-16,Tax,$123.78,1,$123.78,$123.78
2023-05-16,Total,$1558.96,1,$1558.96,$1558.96
2023-05-16,DEBIT    6866,$1558.96,1,$1558.96,$1558.96
2023-05-16,Balance,$0.00,1,$0.00,$0.00
2023-12-26,PD CARROT JMBO 25#,$33.76,2,$16.88,$16.88
2023-12-26,SPC PEPR BLK GRND  5LB,$20.73,1,$20.73,$20.73
2023-12-26,SPC GRAN ONION     5#,$22.49,1,$22.49,$22.49
2023-12-26,GLV EXAM NIT BL M,$35.28,1,$35.28,$35.28
2023-12-26,QUINOA WHITE       5#,$46.08,2,$23.04,$23.04
2023-12-26,CONT SOUP CMB SC12,$59.38,2,$29.69,$29.69
2023-12-26,PD YAM JEWEL JBO,$18.57,1,$18.57,$18.57
2023-12-26,SCE SWEET CHILI    32Z,$26.78,1,$26.78,$26.78
2023-12-26,PD POTATO RED A #2,$46.62,2,$23.31,$23.31
2023-12-26,PD BROC CROWNS DW,$49.41,3,$16.47,$16.47
2023-12-26,PD SQUASH ITALN MD,$50.20,2,$25.10,$25.10
2023-12-26,PD BRUSSEL SPROUT,$34.18,1,$34.18,$34.18
2023-12-26,CONT SOUP CMB SC16,$31.32,1,$31.32,$31.32
2023-12-26,BF INS RND XT SEL  R/W,$228.14,2,$-15.52,$243.66
2023-12-26,CHX BRST JMB,$242.00,5,$48.40,$48.40
2023-12-26,CHX HAL LEG QTR SM,$58.40,2,$29.20,$29.20
2023-12-26,CHX LEG QTR SM,$24.80,1,$24.80,$24.80
2023-12-26,CHILI DICED,$34.61,1,$34.61,$34.61
2023-12-26,GLV EXAM NIT BL LG,$35.28,1,$35.28,$35.28
2023-12-26,Sub-Total,$1098.03,1,$1098.03,$1098.03
2023-12-26,Tax,$94.71,1,$94.71,$94.71
2023-12-26,Total,$1192.74,1,$1192.74,$1192.74
2023-12-26,DEBIT    6866,$992.74,1,$992.74,$992.74
2023-12-26,DEBIT    9634,$200.00,1,$200.00,$200.00
2023-12-26,Balance,$0.00,1,$0.00,$0.00
2023-06-13,SPC CAJUN SEASONIN 6LB,$25.16,1,$25.16,$25.16
2023-06-13,CRAWFISH 150/200CT,$21.42,2,$10.71,$10.71
2023-06-13,SQUID T&T CLN 3-5,$12.32,1,$12.32,$12.32
2023-06-13,RF SHRP U/15 GULF,$39.95,1,$39.95,$39.95
2023-06-13,FSH SCAL PR 80-120,$48.66,1,$48.66,$48.66
2023-06-13,BF INS RND XT SEL  R/W,$486.71,3,$-14.93,$267.34
2023-06-13,CHX HAL LEG QTR SM,$88.80,3,$29.60,$29.60
2023-06-13,CHX HAL BRST JMB,$467.60,7,$66.80,$66.80
2023-06-13,KIK BAG MYLAR,$1.86,1,$1.86,$1.86
2023-06-13,Sub-Total,$1192.48,1,$1192.48,$1192.48
2023-06-13,Tax,$102.85,1,$102.85,$102.85
2023-06-13,Total,$1295.33,1,$1295.33,$1295.33
2023-06-13,DEBIT    6866,$1295.33,1,$1295.33,$1295.33
2023-06-13,Balance,$0.00,1,$0.00,$0.00
2024-03-26,PD DATE MEDJOOL 2,$11.38,1,$11.38,$11.38
2024-03-26,PD BERRY RASPBERRY,$24.25,4,$-32.33,$32.33
2024-03-26,DAWN HVY DTY PUMP  1GAL,$25.67,1,$25.67,$25.67
2024-03-26,SHRP P&D TO 16-20,$45.00,1,$45.00,$45.00
2024-03-26,PD BERRY BLACK 6OZ,$93.17,5,$-23.02,$51.15
2024-03-26,CONT SOUP CMB SC16,$0.00,2,$-31.32,$31.32
2024-03-26,LID SFL 3.25-5Z,$61.71,2,$27.39,$34.32
2024-03-26,CONT SOUP CMB SC12,$83.82,7,$-27.94,$27.94
2024-03-26,BF INS RND XT SEL  R/W,$313.61,2,$-15.96,$329.57
2024-03-26,PD MELON CANT,$35.22,3,$-8.02,$23.18
2024-03-26,FSH TUNA AHI LOIN,$191.70,2,$-36.90,$228.60
2024-03-26,CHX BRST JMB,$496.80,6,$82.80,$82.80
2024-03-26,CHX HAL LEG QTR SM,$124.80,4,$31.20,$31.20
2024-03-26,FSH SALM CHUM 8Z,$48.24,1,$48.24,$48.24
2024-03-26,PD BEET 5 LB,$46.62,1,$46.62,$46.62
2024-03-26,Sub-Total,$1499.49,1,$1499.49,$1499.49
2024-03-26,Tax,$129.33,1,$129.33,$129.33
2024-03-26,Total,$1628.82,1,$1628.82,$1628.82
2024-03-26,DEBIT    6866,$1628.82,1,$1628.82,$1628.82
2024-03-26,Balance,$0.00,1,$0.00,$0.00
2023-01-11,SPC GRAN ONION     5#,$26.98,1,$26.98,$26.98
2023-01-11,SPC PEPR BLK GRND  5LB,$24.22,1,$24.22,$24.22
2023-01-11,SPC GARLIC GRAN    7#,$26.40,1,$26.40,$26.40
2023-01-11,PD CARROT JMBO 25#,$36.12,3,$12.04,$12.04
2023-01-11,PD CARROT BULK 50#,$16.36,1,$16.36,$16.36
2023-01-11,PD BROC CROWNS DW,$97.84,4,$24.46,$24.46
2023-01-11,PD EGGPLANT 24CT,$18.05,1,$18.05,$18.05
2023-01-11,PD KALE GREEN 24CT,$23.56,1,$23.56,$23.56
2023-01-11,TOM SAUCE HUNTS,$36.34,1,$36.34,$36.34
2023-01-11,GLOVE NITRILE MED,$39.12,1,$39.12,$39.12
2023-01-11,PD POTATO RED A #2,$81.27,3,$27.09,$27.09
2023-01-11,CONT SOUP CMB SC12,$29.34,1,$29.34,$29.34
2023-01-11,CONT SOUP CMB SC16,$30.53,1,$30.53,$30.53
2023-01-11,PD CABB GREEN SACK,$17.06,3,$-17.06,$17.06
2023-01-11,SCE SWEET CHILI    32Z,$32.99,1,$32.99,$32.99
2023-01-11,Sub-Total,$536.18,1,$536.18,$536.18
2023-01-11,Tax,$46.25,1,$46.25,$46.25
2023-01-11,Total,$582.43,1,$582.43,$582.43
2023-01-11,DEBIT    0445,$582.43,1,$582.43,$582.43
2023-01-11,Balance,$0.00,1,$0.00,$0.00
2024-01-09,PD LIMES 200CT,$28.37,1,$28.37,$28.37
2024-01-09,CHX LEG QTR SM,$122.00,5,$24.40,$24.40
2024-01-09,CHX BRST JMB,$264.00,5,$52.80,$52.80
2024-01-09,FSH SQUID RING,$51.37,1,$51.37,$51.37
2024-01-09,BF INS RND XT SEL  R/W,$200.51,2,$-13.64,$214.15
2024-01-09,Sub-Total,$666.25,1,$666.25,$666.25
2024-01-09,Tax,$57.46,1,$57.46,$57.46
2024-01-09,Total,$723.71,1,$723.71,$723.71
2024-01-09,DEBIT    6866,$723.71,1,$723.71,$723.71
2024-01-09,Balance,$0.00,1,$0.00,$0.00
2024-02-10,LID SFL 3.25-5Z,$27.39,1,$27.39,$27.39
2024-02-10,CUP SFL 5.5Z,$47.65,1,$47.65,$47.65
2024-02-10,CONT SOUP CMB SC12,$29.69,1,$29.69,$29.69
2024-02-10,CHX LEG QTR SM,$80.40,3,$26.80,$26.80
2024-02-10,CHILI DICED,$34.61,1,$34.61,$34.61
2024-02-10,MILK COCONUT CHAOK 6/#10,$63.50,1,$63.50,$63.50
2024-02-10,CHX BRST JMB,$284.00,5,$56.80,$56.80
2024-02-10,BF SAB PSMO 5UP,$191.12,2,$91.81,$99.31
2024-02-10,FLOUR SACKS 1DZ,$16.96,1,$16.96,$16.96
2024-02-10,PD ONION YEL JBO,$28.62,1,$28.62,$28.62
2024-02-10,PD POTATO RED A #2,$23.31,1,$23.31,$23.31
2024-02-10,PD CUCUMBER HH BLK,$28.39,1,$28.39,$28.39
2024-02-10,PD YAM JEWEL JBO,$18.19,1,$18.19,$18.19
2024-02-10,QUINOA WHITE       5#,$23.04,1,$23.04,$23.04
2024-02-10,PD SQUASH ITALN MD,$83.07,3,$27.69,$27.69
2024-02-10,PD KALE GREEN 24CT,$28.38,1,$28.38,$28.38
2024-02-10,PD CARROT BULK 50#,$0.00,2,$-18.68,$18.68
2024-02-10,PD CARROT JMBO 25#,$28.28,2,$14.14,$14.14
2024-02-10,VINEGR WINE RED    1GL,$10.02,1,$10.02,$10.02
2024-02-10,PD BEAN GRN TRIMED,$26.09,2,$-17.40,$43.49
2024-02-10,PD LEMON CH 75/115,$20.14,2,$-10.85,$30.99
2024-02-10,PD MUSH CRIMINI 5#,$9.16,2,$-7.50,$16.66
2024-02-10,Sub-Total,$1102.01,1,$1102.01,$1102.01
2024-02-10,Tax,$95.05,1,$95.05,$95.05
2024-02-10,Total,$1197.06,1,$1197.06,$1197.06
2024-02-10,DEBIT    6866,$1197.06,1,$1197.06,$1197.06
2024-02-10,Balance,$0.00,1,$0.00,$0.00
2023-02-10,SPC CAJUN SEASONIN 6LB,$25.03,1,$25.03,$25.03
2023-02-10,BEAN GARBANZO,$46.12,3,$6.16,$21.51
2023-02-10,SCE SWEET CHILI    32Z,$34.75,1,$34.75,$34.75
2023-02-10,Sub-Total,$78.23,1,$78.23,$78.23
2023-02-10,Tax,$6.75,1,$6.75,$6.75
2023-02-10,Total,$84.98,1,$84.98,$84.98
2023-02-10,DEBIT    0445,$84.98,1,$84.98,$84.98
2023-02-10,Balance,$0.00,1,$0.00,$0.00
2024-04-22,CHX LEG QTR SM,$80.40,3,$26.80,$26.80
2024-04-22,FSH SALM PINK 6Z,$42.76,1,$42.76,$42.76
2024-04-22,CONT SOUP CMB SC12,$26.99,1,$26.99,$26.99
2024-04-22,CHX BRST JMB,$475.20,6,$79.20,$79.20
2024-04-22,QUINOA WHITE       5#,$23.04,1,$23.04,$23.04
2024-04-22,CONT SOUP CMB SC16,$29.99,1,$29.99,$29.99
2024-04-22,BF INS RND XT SEL  R/W,$261.14,2,$-14.04,$275.18
2024-04-22,GLV EXAM NIT BL LG,$35.28,1,$35.28,$35.28
2024-04-22,SHRP EZPEEL 16-20,$111.86,3,$-111.86,$111.86
2024-04-22,DAWN HVY DTY PUMP  1GAL,$25.67,1,$25.67,$25.67
2024-04-22,VINEGAR BALSMC 3DM 2/5LTR,$21.19,1,$21.19,$21.19
2024-04-22,PD STRAWBERRY NATL,$2.16,1,$2.16,$2.16
2024-04-22,SPC GRAN ONION     5#,$22.60,1,$22.60,$22.60
2024-04-22,SPC PEPR BLK GRND  5LB,$23.68,1,$23.68,$23.68
2024-04-22,TOM SAUCE HUNTS,$9.85,1,$9.85,$9.85
2024-04-22,PD SQUASH ITALN MD,$46.14,3,$15.38,$15.38
2024-04-22,PD BROC CROWNS DW,$56.40,3,$18.80,$18.80
2024-04-22,WINE CKING SHERRY  4/1GL,$19.37,1,$19.37,$19.37
2024-04-22,PD CUCUMBER SEL 72,$19.46,1,$19.46,$19.46
2024-04-22,PD CELERY BULK,$27.22,1,$27.22,$27.22
2024-04-22,PD YAM JEWEL JBO,$18.19,1,$18.19,$18.19
2024-04-22,PD CARROT BULK 50#,$18.68,1,$18.68,$18.68
2024-04-22,PD POTATO RED A #2,$42.32,2,$-14.10,$56.42
2024-04-22,PD CABB GREEN SACK,$16.37,1,$16.37,$16.37
2024-04-22,CHILI DICED,$33.53,1,$33.53,$33.53
2024-04-22,Sub-Total,$1489.49,1,$1489.49,$1489.49
2024-04-22,Tax,$128.47,1,$128.47,$128.47
2024-04-22,Total,$1617.96,1,$1617.96,$1617.96
2024-04-22,DEBIT    6866,$1617.96,1,$1617.96,$1617.96
2024-04-22,Balance,$0.00,1,$0.00,$0.00
2023-04-17,CHILI DICED,$34.22,1,$34.22,$34.22
2023-04-17,CHX HAL LEG QTR SM,$110.40,4,$27.60,$27.60
2023-04-17,TOWEL TERRY 75CT   75CT,$28.76,1,$28.76,$28.76
2023-04-17,CONT SOUP CMB SC12,$60.32,2,$30.16,$30.16
2023-04-17,BF INS RND XT SEL  R/W,$224.50,2,$-14.83,$239.33
2023-04-17,GRAPESEED OIL 100%,$94.72,1,$94.72,$94.72
2023-04-17,FABULOSO LAVENDER  169Z,$32.84,1,$32.84,$32.84
2023-04-17,BF FEET CUT/SLICED FRZ,$64.80,3,$21.60,$21.60
2023-04-17,CHX BRST JMB,$118.40,2,$59.20,$59.20
2023-04-17,CHX HAL BRST JMB,$189.60,3,$63.20,$63.20
2023-04-17,Sub-Total,$958.56,1,$958.56,$958.56
2023-04-17,Tax,$82.68,1,$82.68,$82.68
2023-04-17,Total,$1041.24,1,$1041.24,$1041.24
2023-04-17,DEBIT    0445,$1041.24,1,$1041.24,$1041.24
2023-04-17,Balance,$0.00,1,$0.00,$0.00
2024-01-12,PD HRB BASIL 1LB,$18.36,1,$18.36,$18.36
2024-01-12,Sub-Total,$18.36,1,$18.36,$18.36
2024-01-12,Tax,$1.58,1,$1.58,$1.58
2024-01-12,Total,$19.94,1,$19.94,$19.94
2024-01-12,Balance,$19.94,1,$19.94,$19.94
2023-11-28,CHX LEG QTR SM,$46.40,2,$23.20,$23.20
2023-11-28,CHX BRST JMB,$184.00,4,$46.00,$46.00
2023-11-28,BF INS RND XT SEL  R/W,$291.76,2,$-16.72,$308.48
2023-11-28,SPC GRAN ONION     5#,$22.49,1,$22.49,$22.49
2023-11-28,SPC GARLIC GRAN    7#,$24.31,1,$24.31,$24.31
2023-11-28,QUINOA WHITE       5#,$23.04,1,$23.04,$23.04
2023-11-28,TOPO CHICO MINERAL 12Z,$28.98,1,$28.98,$28.98
2023-11-28,PD MELON HONEY,$9.67,2,$-6.45,$16.12
2023-11-28,PD MELON CANT,$12.04,2,$-8.02,$20.06
2023-11-28,PD PINEAPPLE LGE,$32.93,2,$-26.95,$59.88
2023-11-28,PD TOMATO ROMA XL,$16.15,2,$-13.21,$29.36
2023-11-28,PD MUSH PORTABELLA,$32.53,2,$-21.68,$54.21
2023-11-28,TOM SAUCE HUNTS,$40.82,1,$40.82,$40.82
2023-11-28,TOM PETITE DICED,$27.53,1,$27.53,$27.53
2023-11-28,PD YAM JEWEL JBO,$18.57,1,$18.57,$18.57
2023-11-28,PD POTATO RED A #2,$19.95,1,$19.95,$19.95
2023-11-28,PD CARROT JMBO 25#,$49.56,2,$24.78,$24.78
2023-11-28,PD SQUASH ITALN MD,$61.38,3,$20.46,$20.46
2023-11-28,PD BROC CROWNS DW,$41.02,2,$20.51,$20.51
2023-11-28,PD BRUSSEL SPROUT,$48.02,1,$48.02,$48.02
2023-11-28,Sub-Total,$1031.15,1,$1031.15,$1031.15
2023-11-28,Tax,$88.94,1,$88.94,$88.94
2023-11-28,Total,$1120.09,1,$1120.09,$1120.09
2023-11-28,DEBIT    6866,$1120.09,1,$1120.09,$1120.09
2023-11-28,Balance,$0.00,1,$0.00,$0.00
2024-01-22,PD CARROT JMBO 25#,$29.62,1,$29.62,$29.62
2024-01-22,QUINOA WHITE       5#,$46.08,2,$23.04,$23.04
2024-01-22,SCE SWEET CHILI    32Z,$26.78,1,$26.78,$26.78
2024-01-22,FSH SALM CHUM 8Z,$47.86,1,$47.86,$47.86
2024-01-22,SHRP P&D TO 16-20,$48.90,1,$48.90,$48.90
2024-01-22,CONT SOUP CMB SC12,$59.38,2,$29.69,$29.69
2024-01-22,PD PPR JALAPENO CS,$24.18,1,$24.18,$24.18
2024-01-22,PD BROC CROWNS DW,$32.72,6,$-59.49,$59.49
2024-01-22,PD PPR BELL GREEN,$10.75,2,$-8.79,$19.54
2024-01-22,PD SQUASH ITALN MD,$106.63,4,$-57.41,$164.04
2024-01-22,BEAN GARBANZO,$21.51,1,$21.51,$21.51
2024-01-22,BEAN BLACK,$18.53,1,$18.53,$18.53
2024-01-22,FSH TUNA AHI LOIN,$191.70,2,$-36.90,$228.60
2024-01-22,Sub-Total,$664.64,1,$664.64,$664.64
2024-01-22,Tax,$57.33,1,$57.33,$57.33
2024-01-22,Total,$721.97,1,$721.97,$721.97
2024-01-22,DEBIT    6866,$721.97,1,$721.97,$721.97
2024-01-22,Balance,$0.00,1,$0.00,$0.00
2023-01-06,TOWEL TERRY 75CT   75CT,$28.76,1,$28.76,$28.76
2023-01-06,BEAN GARBANZO,$6.16,1,$6.16,$6.16
2023-01-06,CHX LEG QTR SM,$64.80,3,$21.60,$21.60
2023-01-06,CHX BRST JMB,$224.00,5,$44.80,$44.80
2023-01-06,CHX HAL BRST JMB,$142.80,3,$47.60,$47.60
2023-01-06,BF INS RND XT SEL  R/W,$475.11,3,$-23.44,$249.48
2023-01-06,FRY PAN COATED 14I,$152.80,4,$38.20,$38.20
2023-01-06,Sub-Total,$1094.43,1,$1094.43,$1094.43
2023-01-06,Tax,$94.39,1,$94.39,$94.39
2023-01-06,Total,$1188.82,1,$1188.82,$1188.82
2023-01-06,DEBIT    0445,$1188.82,1,$1188.82,$1188.82
2023-01-06,Balance,$0.00,1,$0.00,$0.00
2023-02-07,QUINOA WHITE       5#,$47.26,2,$23.63,$23.63
2023-02-07,BF INS RND XT SEL  R/W,$699.58,4,$-22.63,$248.20
2023-02-07,CHX LEG QTR SM,$40.80,2,$20.40,$20.40
2023-02-07,CHX HAL BRST JMB,$252.00,5,$50.40,$50.40
2023-02-07,Sub-Total,$1039.64,1,$1039.64,$1039.64
2023-02-07,Tax,$89.67,1,$89.67,$89.67
2023-02-07,Total,$1129.31,1,$1129.31,$1129.31
2023-02-07,DEBIT    0445,$1129.31,1,$1129.31,$1129.31
2023-02-07,Balance,$0.00,1,$0.00,$0.00
2023-08-01,DISHER FOOD BL#16,$10.56,1,$10.56,$10.56
2023-08-01,TEA SWETND CONC,$16.98,1,$16.98,$16.98
2023-08-01,TEA UNSWETND CONC,$12.07,1,$12.07,$12.07
2023-08-01,Sub-Total,$39.61,1,$39.61,$39.61
2023-08-01,Tax,$3.42,1,$3.42,$3.42
2023-08-01,Total,$43.03,1,$43.03,$43.03
2023-08-01,MC/VISA  6866,$43.03,1,$43.03,$43.03
2023-08-01,Balance,$0.00,1,$0.00,$0.00
2023-10-03,BF INS RND XT SEL  R/W,$371.94,3,$-18.88,$288.98
2023-10-03,PD CARROT JMBO 25#,$41.34,2,$20.67,$20.67
2023-10-03,PD HRB BASIL 1LB,$12.36,2,$6.18,$6.18
2023-10-03,PD SQUASH ITALN MD,$50.94,2,$25.47,$25.47
2023-10-03,PD BROC CROWNS DW,$47.88,2,$23.94,$23.94
2023-10-03,PD POTATO RED A #2,$64.32,2,$32.16,$32.16
2023-10-03,CHX BRST JMB,$272.00,4,$68.00,$68.00
2023-10-03,PD CUCUMBER SEL 72,$18.90,1,$18.90,$18.90
2023-10-03,CHX LEG QTR SM,$70.80,3,$23.60,$23.60
2023-10-03,PD BRUSSEL SPROUT,$69.18,1,$69.18,$69.18
2023-10-03,PD HRB MINT,$3.40,2,$-2.78,$6.18
2023-10-03,PD CELERY BULK,$27.31,1,$27.31,$27.31
2023-10-03,Sub-Total,$1050.37,1,$1050.37,$1050.37
2023-10-03,Tax,$90.59,1,$90.59,$90.59
2023-10-03,Total,$1140.96,1,$1140.96,$1140.96
2023-10-03,DEBIT    6866,$1140.96,1,$1140.96,$1140.96
2023-10-03,Balance,$0.00,1,$0.00,$0.00
2024-04-15,PD HRB DILL 1LB,$6.98,1,$6.98,$6.98
2024-04-15,PD CARROT JMBO 25#,$35.97,1,$35.97,$35.97
2024-04-15,FSH SALM PINK 6Z,$41.93,1,$41.93,$41.93
2024-04-15,PD POTATO RED A #2,$28.21,1,$28.21,$28.21
2024-04-15,CONT SOUP CMB SC12,$53.98,2,$26.99,$26.99
2024-04-15,CONT SOUP CMB SC16,$29.99,1,$29.99,$29.99
2024-04-15,PD CABB GREEN SACK,$15.58,1,$15.58,$15.58
2024-04-15,PD SQUASH ITALN MD,$30.76,2,$15.38,$15.38
2024-04-15,PD PPR BELL RED LG,$18.54,1,$18.54,$18.54
2024-04-15,GLV EXAM NIT BL LG,$35.28,1,$35.28,$35.28
2024-04-15,PD YAM JEWEL JBO,$18.19,1,$18.19,$18.19
2024-04-15,PD BROC CROWNS DW,$72.30,3,$24.10,$24.10
2024-04-15,Sub-Total,$387.71,1,$387.71,$387.71
2024-04-15,Tax,$33.44,1,$33.44,$33.44
2024-04-15,Total,$421.15,1,$421.15,$421.15
2024-04-15,DEBIT    6866,$421.15,1,$421.15,$421.15
2024-04-15,Balance,$0.00,1,$0.00,$0.00
2023-06-24,SPC GRAN ONION     5#,$21.98,1,$21.98,$21.98
2023-06-24,SP ITALIAN SEASNG  2LB,$25.21,1,$25.21,$25.21
2023-06-24,PD PPR JALAPENO 5#,$14.79,2,$5.48,$9.31
2023-06-24,PD HRB DILL 1LB,$6.67,1,$6.67,$6.67
2023-06-24,PD HRB BASIL 1LB,$6.16,1,$6.16,$6.16
2023-06-24,SALT IODIZED ROUND,$14.72,1,$14.72,$14.72
2023-06-24,PD BROC CROWNS DW,$49.24,2,$24.62,$24.62
2023-06-24,Sub-Total,$133.29,1,$133.29,$133.29
2023-06-24,Tax,$11.50,1,$11.50,$11.50
2023-06-24,Total,$144.79,1,$144.79,$144.79
2023-06-24,DEBIT    6866,$144.79,1,$144.79,$144.79
2023-06-24,Balance,$0.00,1,$0.00,$0.00
2023-03-20,CHX HAL LEG QTR SM,$146.00,5,$29.20,$29.20
2023-03-20,CHX HAL BRST JMB,$534.40,8,$66.80,$66.80
2023-03-20,BF INS RND XT SEL  R/W,$709.78,4,$-16.30,$263.84
2023-03-20,PD SQUASH ITALN MD,$91.02,6,$15.17,$15.17
2023-03-20,PD CELERY BULK,$31.53,1,$31.53,$31.53
2023-03-20,PD ONION YEL JBO,$20.67,1,$20.67,$20.67
2023-03-20,PD CABB GREEN SACK,$17.18,1,$17.18,$17.18
2023-03-20,PD BROC CROWNS DW,$124.40,5,$24.88,$24.88
2023-03-20,PD YAM JEWEL JBO,$17.64,1,$17.64,$17.64
2023-03-20,PD BRUSSEL SPROUT,$63.70,2,$31.85,$31.85
2023-03-20,Sub-Total,$1756.32,1,$1756.32,$1756.32
2023-03-20,Tax,$151.48,1,$151.48,$151.48
2023-03-20,Total,$1907.80,1,$1907.80,$1907.80
2023-03-20,DEBIT    0445,$1907.80,1,$1907.80,$1907.80
2023-03-20,Balance,$0.00,1,$0.00,$0.00
2023-07-25,BF CHUCK ROLL SEL  R/W,$0.00,3,$-271.51,$284.69
2023-07-25,Sub-Total,$-271.51,1,$-271.51,$-271.51
2023-07-25,Tax,$-23.42,1,$-23.42,$-23.42
2023-07-25,Total,$-294.93,1,$-294.93,$-294.93
2023-07-25,IOU PAYMNT 6984,$-294.93,1,$-294.93,$-294.93
2023-07-25,Balance,$0.00,1,$0.00,$0.00
2024-01-12,PD TOMATO 25LB XL,$21.94,2,$-11.82,$33.76
2024-01-12,PD TOMATO ROMA XL,$26.70,2,$-14.37,$41.07
2024-01-12,PD SHALLOT PEELED,$11.48,2,$-6.18,$17.66
2024-01-12,PD PINEAPPLE LGE,$105.30,2,$-56.70,$162.00
2024-01-12,PD HRB BASIL 1LB,$183.60,1,$183.60,$183.60
2024-01-12,CONT REC BLK 28Z,$209.95,5,$41.99,$41.99
2024-01-12,PD CUCUMBER SEL 72,$23.11,1,$23.11,$23.11
2024-01-12,TOWEL TERRY 75CT   75CT,$21.99,1,$21.99,$21.99
2024-01-12,Sub-Total,$604.07,1,$604.07,$604.07
2024-01-12,Tax,$52.10,1,$52.10,$52.10
2024-01-12,Total,$656.17,1,$656.17,$656.17
2024-01-12,DEBIT    6866,$656.17,1,$656.17,$656.17
2024-01-12,Balance,$0.00,1,$0.00,$0.00
2023-04-11,PD GARLIC SPAINPLD,$15.63,1,$15.63,$15.63
2023-04-11,PD CARROT JMBO 25#,$36.12,3,$12.04,$12.04
2023-04-11,PD CABB GREEN SACK,$20.29,1,$20.29,$20.29
2023-04-11,PD YAM JEWEL JBO,$17.64,1,$17.64,$17.64
2023-04-11,PD POTATO RED A #2,$28.40,1,$28.40,$28.40
2023-04-11,PD ONION YEL JBO,$18.49,1,$18.49,$18.49
2023-04-11,PD LEMON CH 140,$34.08,1,$34.08,$34.08
2023-04-11,PD SQUASH ITALN MD,$46.20,4,$11.55,$11.55
2023-04-11,PD CELERY BULK,$22.68,1,$22.68,$22.68
2023-04-11,PD BROC CROWNS DW,$149.34,6,$24.89,$24.89
2023-04-11,Sub-Total,$388.87,1,$388.87,$388.87
2023-04-11,Tax,$32.19,1,$32.19,$32.19
2023-04-11,Total,$421.06,1,$421.06,$421.06
2023-04-11,DEBIT    0445,$421.06,1,$421.06,$421.06
2023-04-11,Balance,$0.00,1,$0.00,$0.00
2023-08-29,PD ASPARAGUS BAG,$32.67,2,$-32.67,$65.34
2023-08-29,PD CUCUMBER SEL 72,$17.32,2,$-5.78,$23.10
2023-08-29,PD HRB MINT,$3.09,2,$-3.09,$6.18
2023-08-29,PD MELON HONEY,$9.88,2,$-9.88,$19.76
2023-08-29,PD BERRY RASPBERRY,$38.70,4,$-19.40,$38.79
2023-08-29,PD PPR JALAPENO CS,$43.63,1,$43.63,$43.63
2023-08-29,PD APPLE FUJI72-88,$37.82,1,$37.82,$37.82
2023-08-29,Sub-Total,$183.11,1,$183.11,$183.11
2023-08-29,Tax,$15.79,1,$15.79,$15.79
2023-08-29,Total,$198.90,1,$198.90,$198.90
2023-08-29,DEBIT    6866,$198.90,1,$198.90,$198.90
2023-08-29,Balance,$0.00,1,$0.00,$0.00
2023-05-30,PD STRAWBERRY NATL,$24.22,2,$-24.22,$48.44
2023-05-30,CHX HAL LEG QTR SM,$118.40,4,$29.60,$29.60
2023-05-30,CHX HAL BRST JMB,$484.40,7,$69.20,$69.20
2023-05-30,BF INS RND XT SEL  R/W,$502.26,3,$-13.96,$269.50
2023-05-30,WELCHS FRUIT SNACK 2.25OZ,$11.30,1,$11.30,$11.30
2023-05-30,DAMAGES DELI,$88.00,1,$88.00,$88.00
2023-05-30,Sub-Total,$1228.58,1,$1228.58,$1228.58
2023-05-30,Tax,$98.38,1,$98.38,$98.38
2023-05-30,Total,$1326.96,1,$1326.96,$1326.96
2023-05-30,DEBIT    6866,$1326.96,1,$1326.96,$1326.96
2023-05-30,Balance,$0.00,1,$0.00,$0.00
2023-09-12,CAM RND 22QT WHT,$58.11,3,$19.37,$19.37
2023-09-12,BF INS RND XT SEL  R/W,$354.00,2,$-17.70,$371.70
2023-09-12,CHX BRST JMB,$460.80,6,$76.80,$76.80
2023-09-12,CHX LEG QTR SM,$52.80,2,$26.40,$26.40
2023-09-12,FABULOSO LAVENDER  169Z,$22.24,1,$22.24,$22.24
2023-09-12,PD BERRY RASPBERRY,$23.17,2,$-15.44,$38.61
2023-09-12,PD STRAWBERRY NATL,$30.28,2,$-24.78,$55.06
2023-09-12,Sub-Total,$1001.40,1,$1001.40,$1001.40
2023-09-12,Tax,$86.37,1,$86.37,$86.37
2023-09-12,Total,$1087.77,1,$1087.77,$1087.77
2023-09-12,DEBIT    6866,$1087.77,1,$1087.77,$1087.77
2023-09-12,Balance,$0.00,1,$0.00,$0.00
2024-03-19,TOWEL TERRY 75CT   75CT,$29.01,1,$29.01,$29.01
2024-03-19,SPC GRAN ONION     5#,$22.49,1,$22.49,$22.49
2024-03-19,QUINOA WHITE       5#,$69.12,3,$23.04,$23.04
